Fecha,M2/M1,M3/M1,M4/M1,M5/M1,M6/M1,M7/M1,M8/M1,M3/M2,M4/M2,M5/M2,M6/M2,M7/M2,M8/M2,M4/M3,M5/M3,M6/M3,M7/M3,M8/M3,M5/M4,M6/M4,M7/M4,M8/M4,M6/M5,M7/M5,M8/M5,M7/M6,M8/M6,M8/M7
2013-05-15,27.62,24.31,23.76,22.93,24.59,26.51,31.91,20.17,24.03,26.8,28.45,30.42,35.86,29.01,29.01,29.28,32.23,34.87,24.86,25.41,29.22,32.57,28.73,28.92,33.88,31.02,35.53,38.38
2013-05-16,31.4,28.67,28.67,26.62,26.62,28.62,33.61,26.62,29.35,28.67,30.03,30.11,36.48,29.35,26.96,27.99,29.0,32.79,21.16,24.23,25.28,29.51,28.67,27.88,32.38,24.91,34.02,48.25
2013-05-17,13.18,13.18,12.27,14.55,14.09,17.33,19.67,22.73,23.64,27.27,26.36,27.23,33.33,21.82,25.91,26.36,24.75,31.69,24.09,24.55,25.25,29.51,25.91,27.23,30.6,25.25,33.33,47.95
2013-05-20,23.19,22.46,25.36,21.74,21.74,23.02,25.64,21.74,22.46,25.36,26.09,26.98,31.62,23.19,25.36,31.16,27.78,32.48,24.64,28.99,26.19,31.62,30.43,25.4,30.77,25.4,32.48,47.71
2013-05-21,22.46,23.91,27.54,25.36,22.46,23.02,26.27,26.81,25.36,26.09,27.54,27.78,32.2,29.71,30.43,31.16,26.98,31.36,26.09,23.91,24.6,27.97,25.36,19.84,30.51,21.43,31.36,50.91
2013-05-22,33.04,30.65,25.3,22.62,25.71,30.48,27.27,28.57,27.68,25.6,26.33,28.89,27.75,21.43,24.11,22.88,28.25,23.44,25.3,21.0,26.35,23.44,22.57,30.48,22.01,48.84,21.72,0.51
2013-05-23,37.55,31.22,26.58,25.74,28.82,35.16,29.68,22.36,27.43,29.54,30.57,31.96,28.39,29.11,29.96,29.69,33.33,27.74,32.49,26.2,29.22,27.1,26.64,31.51,20.65,34.72,18.67,1.39
2013-05-24,41.04,33.49,28.77,26.42,29.9,35.9,30.37,28.77,27.36,28.3,31.37,32.82,27.41,16.51,27.36,25.98,30.77,25.19,30.19,24.51,29.74,25.93,27.45,34.87,21.48,38.54,20.0,0.0
2013-05-28,38.41,34.06,30.8,29.71,28.62,30.86,30.74,29.71,28.26,28.62,28.26,31.64,25.97,17.03,26.09,23.91,29.69,24.24,31.16,26.81,30.08,23.81,24.64,32.03,20.78,39.45,13.42,0.0
2013-05-29,41.91,37.57,34.68,32.08,30.35,34.27,32.76,32.95,30.64,29.19,28.9,33.02,28.62,18.5,24.86,23.41,29.6,22.76,28.9,26.3,30.22,23.45,25.14,33.02,20.69,39.88,14.14,0.0
2013-05-30,37.68,36.27,33.45,30.63,29.58,32.95,32.63,32.75,30.63,30.63,28.87,33.33,31.78,23.24,25.0,23.94,30.68,26.69,26.76,26.76,30.3,24.15,26.41,34.47,22.88,40.91,14.83,0.45
2013-05-31,39.25,38.79,36.45,33.64,34.11,37.69,38.2,38.79,31.78,32.24,34.58,37.19,35.39,28.97,29.44,31.31,34.67,30.9,30.84,32.24,35.68,33.71,30.84,38.19,27.53,41.71,17.42,0.59
2013-06-03,48.08,44.71,39.42,39.9,38.46,41.67,42.2,37.98,33.65,33.17,34.13,36.46,35.26,25.48,29.33,31.25,34.9,27.17,28.37,31.25,35.42,28.32,31.25,37.5,24.86,41.15,13.29,0.0
2013-06-04,48.94,46.1,41.84,41.49,40.07,42.69,43.22,41.13,36.17,34.04,35.11,38.46,37.71,26.95,30.85,31.91,36.15,30.51,30.14,32.62,36.15,30.51,31.91,38.46,25.0,41.15,14.83,0.9
2013-06-05,64.97,55.93,52.26,48.87,45.76,49.85,51.01,48.31,40.96,39.27,37.57,41.9,42.23,36.72,36.72,35.59,40.98,36.82,38.14,36.44,40.67,33.11,33.05,40.67,26.01,44.34,16.22,0.72
2013-06-06,60.82,51.55,47.42,45.36,42.61,47.58,45.45,39.86,36.77,34.36,35.05,39.03,38.43,33.68,32.65,34.02,39.03,30.99,31.62,33.33,39.78,28.93,31.96,40.15,24.38,44.61,14.46,0.0
2013-06-07,46.12,43.38,40.18,40.18,37.44,40.89,42.86,35.16,32.42,32.88,34.7,36.95,35.16,26.48,31.05,31.05,35.47,28.57,31.51,31.96,35.96,27.47,27.85,36.45,24.18,40.89,15.93,2.33
2013-06-10,48.4,46.12,43.38,41.1,38.81,43.28,41.3,42.47,38.81,37.9,34.25,39.3,39.13,35.62,33.79,34.7,40.3,31.52,35.16,33.33,39.3,26.09,33.33,39.8,24.46,43.78,16.85,0.0
2013-06-11,63.14,60.07,54.27,50.51,48.81,53.16,53.04,54.95,45.39,41.98,38.23,43.87,42.91,37.2,36.86,36.52,42.01,37.65,37.54,37.2,42.75,34.41,37.88,43.49,29.15,44.61,17.81,0.87
2013-06-12,72.48,70.57,65.4,61.58,59.67,61.72,59.87,62.67,52.59,49.32,46.32,48.07,46.93,41.96,38.15,36.78,43.03,41.1,41.14,38.96,43.03,38.19,38.15,43.92,30.74,45.1,20.06,2.77
2013-06-13,60.27,52.86,51.85,48.48,47.14,51.28,50.81,46.46,41.41,39.39,37.71,42.49,43.95,42.76,37.04,36.7,42.86,41.53,37.71,38.38,42.49,37.5,39.73,43.96,31.85,44.69,19.35,2.16
2013-06-14,64.57,60.09,54.71,51.57,49.78,55.61,55.38,55.16,45.74,44.39,39.46,44.39,45.16,43.5,37.67,36.32,42.44,42.47,38.57,36.77,41.95,37.1,37.67,43.41,30.65,45.37,20.43,4.02
2013-06-17,64.29,58.57,54.29,54.29,51.43,53.91,55.46,47.14,45.71,42.14,38.57,42.97,42.02,42.86,38.57,36.43,41.41,38.66,38.57,36.43,41.41,35.29,37.86,43.75,30.25,39.84,20.17,2.7
2013-06-18,64.29,59.29,54.29,52.14,51.43,53.12,52.5,50.0,45.0,39.29,36.43,41.41,40.83,34.29,35.0,35.0,39.06,34.17,35.71,35.71,40.62,29.17,37.86,41.41,28.33,36.72,16.67,3.57
2013-06-19,46.61,42.77,41.3,40.41,42.86,35.85,38.21,36.28,36.28,32.74,36.96,31.45,33.49,36.28,30.09,36.34,25.79,29.72,29.2,38.51,21.7,26.42,48.45,20.13,23.11,2.94,7.96,23.88
2013-06-20,81.67,67.08,62.5,61.25,59.48,55.86,52.53,45.83,42.5,40.83,43.97,40.99,43.67,46.25,42.08,43.53,40.09,41.77,42.92,46.55,31.53,35.44,41.81,27.93,29.11,7.76,18.95,28.57
2013-06-21,63.26,61.86,57.67,53.02,51.69,50.0,50.0,49.3,45.12,40.93,43.96,41.92,44.2,46.05,39.53,41.06,39.39,40.58,37.21,43.0,29.29,34.78,37.2,27.78,31.16,10.26,23.31,34.65
2013-06-24,72.73,66.03,62.2,59.81,57.89,57.22,57.71,45.45,45.93,44.02,44.98,43.3,48.0,52.15,49.76,47.37,42.27,46.29,47.37,46.41,37.63,36.57,45.45,29.9,30.86,9.79,16.0,24.7
2013-06-25,63.21,56.43,54.29,51.43,51.79,49.23,51.49,44.64,42.14,39.29,41.79,41.15,45.53,45.71,41.43,42.5,38.85,40.43,41.43,46.43,31.92,35.32,46.07,29.62,30.64,9.62,15.32,26.01
2013-06-26,54.42,47.01,42.45,42.45,42.17,42.94,47.12,34.76,35.33,35.61,37.61,37.73,40.68,41.88,39.32,38.46,35.58,37.97,41.31,40.17,30.67,35.25,31.91,27.61,29.49,11.96,18.64,31.43
2013-06-27,50.0,44.1,39.24,39.93,38.54,39.18,43.33,31.94,31.6,32.99,34.72,33.96,37.08,35.07,33.68,36.46,32.09,36.25,35.42,37.85,29.48,34.58,37.15,27.99,27.92,12.31,15.42,22.81
2013-06-28,49.77,41.47,38.25,38.25,37.33,37.62,40.33,29.03,31.34,32.26,34.56,32.67,32.6,34.56,35.02,36.41,31.68,34.25,40.55,38.25,29.7,34.25,33.18,25.25,25.41,10.89,12.71,19.77
2013-07-01,57.82,47.87,43.13,42.18,41.71,40.51,44.32,28.44,31.28,33.18,35.07,33.85,35.23,29.86,34.12,36.02,31.28,34.66,38.86,43.13,29.74,32.95,41.23,23.08,25.0,4.62,9.09,26.06
2013-07-02,55.24,45.1,41.61,42.66,40.56,39.02,43.75,26.22,28.67,32.87,33.92,32.95,32.5,31.47,36.01,34.97,31.06,33.33,40.21,38.81,29.55,30.83,36.01,22.35,24.17,8.71,12.5,27.11
2013-07-03,48.19,41.5,40.39,39.83,39.28,37.95,42.86,29.53,31.2,32.31,34.54,30.72,32.56,31.75,32.87,35.1,28.92,28.57,33.7,36.49,25.0,26.58,37.05,21.39,22.59,5.72,10.3,27.92
2013-07-05,26.24,20.36,19.0,22.62,24.43,21.46,25.54,13.57,17.19,24.89,26.24,19.02,22.28,24.89,31.67,30.77,23.41,26.09,34.84,32.13,21.95,24.46,27.15,16.1,17.93,6.83,12.5,30.46
2013-07-08,34.68,29.28,26.13,25.23,29.28,23.53,24.06,23.42,20.27,27.03,29.73,24.02,23.53,17.12,27.03,29.28,19.12,21.93,33.33,31.08,22.06,20.86,29.73,13.73,14.44,6.86,11.23,21.14
2013-07-09,29.29,24.92,23.91,25.59,26.6,21.61,23.11,22.56,22.9,29.29,30.3,25.64,25.5,21.21,31.65,30.98,21.61,21.91,35.69,30.98,21.61,22.31,27.27,10.99,14.34,6.59,12.35,28.09
2013-07-10,30.65,26.61,25.54,23.66,28.76,22.81,22.61,25.54,23.66,25.0,31.45,25.44,22.93,20.43,23.39,32.53,20.47,19.75,24.46,33.6,20.76,17.83,40.32,17.54,15.29,4.39,6.69,17.35
2013-07-11,25.91,23.26,21.26,22.92,24.58,20.22,19.44,20.27,22.26,25.91,29.24,21.66,20.24,22.59,27.57,30.9,19.86,18.25,26.58,29.24,18.77,16.27,31.89,12.64,11.9,5.05,8.33,16.53
2013-07-12,28.32,25.66,22.57,24.78,25.22,21.63,22.22,24.78,23.01,28.32,30.53,24.52,22.75,19.47,24.34,31.86,21.15,18.52,27.43,31.86,20.19,16.93,35.84,13.46,13.23,5.77,8.99,17.51
2013-07-15,29.58,30.28,28.17,28.17,25.35,23.85,23.14,21.13,20.42,25.35,28.17,23.08,21.49,21.13,27.46,32.39,23.08,20.66,33.1,33.8,25.38,19.01,37.32,15.38,13.22,8.46,6.61,9.73
2013-07-16,21.83,21.13,20.42,20.42,21.13,21.54,21.31,19.72,19.01,24.65,26.76,23.85,24.59,17.61,24.65,31.69,24.62,23.77,34.51,33.1,27.69,26.23,32.39,20.77,20.49,16.15,15.57,21.93
2013-07-17,20.9,15.42,18.41,19.4,17.46,16.23,17.89,16.92,20.9,19.9,14.81,14.66,19.51,22.39,24.38,16.4,13.61,18.7,24.88,13.76,12.57,17.07,6.88,11.52,17.89,18.23,20.87,20.17
2013-07-18,18.32,11.39,15.84,17.82,16.32,14.58,16.13,13.86,20.79,23.27,15.26,14.58,18.55,27.23,25.74,21.05,15.1,19.35,27.23,15.26,12.5,16.94,6.84,10.94,16.94,14.84,17.24,17.5
2013-07-19,10.34,8.87,9.36,10.34,7.33,5.7,11.2,10.84,8.37,10.34,8.38,8.81,13.6,12.32,17.24,10.99,10.36,15.2,24.14,12.57,10.88,16.8,9.95,10.88,17.6,12.02,16.24,20.66
2013-07-22,13.73,9.31,9.8,9.31,5.73,5.15,9.52,7.84,6.86,7.35,6.77,6.19,10.32,11.27,13.24,7.81,8.25,15.08,21.08,9.38,9.28,15.08,6.77,7.73,16.67,11.41,16.1,20.49
2013-07-23,14.55,10.55,11.27,11.64,8.85,7.34,11.63,10.91,9.09,10.18,8.08,8.11,13.37,11.64,13.09,9.23,10.81,16.28,21.82,12.31,11.58,15.7,8.85,12.36,17.44,15.73,17.9,17.68
2013-07-24,20.46,14.12,15.27,15.56,13.33,10.74,14.09,12.39,10.09,12.97,9.7,9.2,16.36,12.68,19.02,11.82,11.96,18.64,25.36,13.94,12.58,18.64,8.79,9.82,18.64,11.78,22.01,28.71
2013-07-25,22.54,15.16,15.57,15.16,10.59,8.85,12.35,12.3,10.25,12.3,7.2,7.08,10.49,11.89,12.7,7.63,8.85,14.2,19.67,9.32,10.62,15.43,6.78,7.52,14.2,11.21,19.11,21.85
2013-07-26,22.48,15.6,16.06,17.43,12.38,9.45,14.18,12.39,11.47,14.68,9.05,7.46,13.48,11.93,19.72,10.0,9.45,17.73,27.52,11.43,10.45,17.73,6.19,6.47,12.06,9.6,19.85,28.46
2013-07-29,32.08,26.89,24.53,20.75,17.92,15.23,15.73,21.7,19.81,19.34,13.21,12.69,10.67,10.85,15.57,11.32,10.66,9.55,21.23,11.32,12.18,12.92,9.91,11.17,9.55,10.15,11.24,18.93
2013-07-30,26.41,19.72,19.01,19.01,14.79,14.39,13.81,19.01,16.2,19.37,12.68,12.12,12.13,10.21,16.9,10.92,10.98,10.04,26.76,12.32,14.39,12.55,8.8,12.5,8.79,14.77,11.72,13.22
2013-07-31,19.38,16.01,17.42,16.29,14.04,12.99,12.33,21.91,19.66,19.38,13.48,12.69,12.67,12.36,14.33,11.8,11.48,10.33,18.26,11.8,12.39,11.33,10.67,13.6,10.33,14.2,12.0,13.33
2013-08-01,19.52,14.38,13.36,15.75,11.99,10.29,10.66,18.15,14.04,17.47,12.33,11.76,11.48,9.59,14.38,9.25,9.93,10.25,21.58,11.3,11.76,10.66,8.56,7.35,9.43,11.03,11.89,17.24
2013-08-02,16.82,10.0,8.64,11.36,8.64,9.27,7.61,10.91,9.09,14.55,9.55,9.76,9.24,10.45,13.64,9.55,8.78,8.15,21.36,10.0,9.76,8.7,6.36,4.88,2.17,10.73,9.24,10.29
2013-08-05,21.5,15.42,13.08,14.49,10.28,10.1,8.94,12.15,10.75,14.49,8.88,9.09,9.5,7.94,12.62,7.94,9.09,8.94,21.5,10.28,9.6,10.06,6.54,7.07,6.7,7.58,11.17,19.64
2013-08-06,21.45,16.61,15.22,16.26,11.76,11.24,10.29,14.19,14.53,17.99,10.73,11.61,11.93,13.15,17.3,10.38,10.49,10.29,23.18,11.07,11.24,11.52,7.27,8.61,9.88,10.86,13.17,20.61
2013-08-07,20.39,18.18,17.08,17.91,15.15,13.39,13.77,18.18,19.01,23.42,16.53,15.48,14.75,17.36,22.31,15.15,13.39,13.44,27.82,14.6,13.1,12.79,8.54,9.82,11.48,11.61,13.77,21.95
2013-08-08,16.11,14.77,13.09,15.44,11.07,11.23,10.84,15.77,17.45,19.46,13.42,14.13,14.86,16.78,20.81,12.42,12.68,12.85,23.83,13.09,12.32,12.45,8.05,10.51,12.45,13.04,15.26,21.7
2013-08-09,16.07,17.86,15.18,16.52,15.18,12.98,13.9,25.45,21.43,25.89,18.3,17.31,17.11,12.05,21.88,11.61,13.46,12.83,30.36,14.29,13.94,13.9,8.93,10.1,13.37,13.46,15.51,23.16
2013-08-12,13.78,16.0,13.33,16.0,12.89,14.01,14.21,20.89,18.22,22.22,20.0,18.84,17.89,10.67,22.22,16.89,15.46,17.37,32.44,20.89,19.32,19.47,8.89,10.14,11.05,15.94,18.95,23.6
2013-08-13,11.63,8.97,7.64,9.63,7.97,8.66,9.41,11.96,10.3,17.28,11.63,10.83,13.33,9.3,21.59,13.29,12.27,14.9,34.55,18.94,18.77,18.43,6.98,10.47,11.76,16.97,19.22,25.52
2013-08-14,13.53,11.67,10.34,11.67,11.14,11.24,12.23,14.06,12.73,18.57,15.38,15.56,15.05,10.08,20.69,15.12,12.68,16.93,29.97,19.89,19.88,19.12,10.34,12.68,14.42,17.87,19.75,26.09
2013-08-15,29.18,24.92,21.31,23.93,20.0,21.0,22.66,21.64,20.66,26.56,20.98,22.78,24.22,19.02,27.21,18.03,19.93,21.48,31.48,18.69,21.0,21.48,7.87,14.23,16.02,24.2,21.48,25.83
2013-08-16,47.6,37.55,31.88,32.75,25.76,27.96,29.69,21.83,20.09,25.76,20.52,20.38,21.35,18.34,24.89,17.03,18.48,18.75,31.88,17.9,18.96,17.71,7.86,11.85,12.5,20.85,19.27,26.11
2013-08-19,60.42,49.31,43.75,43.75,39.58,39.39,39.02,37.5,29.17,32.64,29.17,30.3,28.46,21.53,31.25,25.0,21.21,23.58,38.19,27.08,24.24,23.58,12.5,13.64,14.63,18.94,21.95,27.83
2013-08-20,70.14,52.08,48.61,47.22,41.67,43.94,42.74,29.86,25.0,29.17,27.08,28.79,27.42,24.31,34.03,27.08,24.24,25.0,37.5,24.31,25.76,24.19,12.5,15.15,17.74,24.24,24.19,26.72
2013-08-21,44.57,40.0,41.43,35.71,34.23,34.35,37.67,34.57,38.29,32.57,30.63,28.57,34.53,44.0,28.29,26.43,23.71,30.04,13.71,18.02,18.84,23.77,21.02,21.28,26.91,26.18,32.08,33.02
2013-08-22,42.91,38.46,40.08,32.39,32.22,33.62,36.36,39.27,39.27,33.2,31.8,30.13,33.33,41.7,28.34,24.27,21.83,24.85,12.55,16.32,17.9,18.79,21.76,18.34,21.21,20.8,26.25,26.62
2013-08-23,37.56,34.84,35.75,28.96,28.64,29.9,31.94,35.75,37.56,32.13,31.92,28.43,32.64,41.18,28.96,23.94,21.57,26.39,12.67,16.43,15.69,19.44,21.13,16.67,20.14,14.93,26.62,32.33
2013-08-26,47.44,44.65,40.93,35.81,36.28,36.0,37.57,40.93,38.14,32.09,30.23,31.0,33.15,38.14,24.19,22.79,22.5,24.86,12.56,14.42,17.0,16.02,22.33,21.5,24.31,21.0,21.55,22.67
2013-08-27,54.17,52.43,49.65,43.4,40.97,43.66,47.74,47.57,43.75,36.11,36.46,39.18,41.56,46.18,32.64,29.86,32.84,37.04,18.75,22.22,27.61,31.28,27.08,30.97,33.33,30.6,31.28,30.74
2013-08-28,59.56,54.57,52.35,44.32,42.11,44.94,48.85,49.58,44.32,36.84,37.12,37.8,42.3,45.43,32.69,29.92,30.65,36.07,19.39,21.88,24.11,28.85,27.15,27.98,31.48,24.7,28.85,37.93
2013-08-29,59.8,52.7,50.0,42.91,40.54,42.39,47.18,46.96,41.55,34.8,35.14,35.87,40.32,42.91,31.08,27.7,29.35,33.06,19.93,20.27,24.28,27.82,23.65,28.26,29.44,28.26,29.03,32.63
2013-08-30,57.85,51.57,50.22,42.6,41.26,44.23,48.13,46.19,43.05,35.87,37.67,38.94,41.71,45.29,33.18,32.74,33.17,36.36,21.08,24.66,28.85,30.48,29.15,30.29,29.95,25.48,24.6,27.53
2013-09-03,56.85,54.79,53.77,47.6,45.21,47.04,50.41,48.63,46.23,40.07,38.01,40.74,44.72,45.89,36.3,34.25,35.19,39.02,19.18,23.29,28.15,30.08,26.71,30.0,30.08,28.15,28.05,30.3
2013-09-04,55.59,53.13,53.95,47.41,44.69,47.94,51.46,49.32,47.41,40.87,38.42,40.88,45.63,49.59,37.33,34.88,36.18,40.78,17.44,21.8,25.88,30.1,26.98,29.41,32.69,27.94,29.77,34.36
2013-09-05,51.32,49.34,49.34,43.71,42.05,44.29,48.22,48.34,46.03,38.41,37.09,38.93,43.08,45.36,33.77,32.78,34.64,39.53,17.88,21.85,25.71,32.41,26.82,29.29,35.18,27.86,32.81,38.91
2013-09-06,51.1,47.14,49.78,44.93,43.17,45.97,50.53,44.05,47.14,41.41,37.89,39.81,45.26,51.1,40.09,37.44,37.44,42.63,21.15,23.79,27.01,34.21,23.79,28.44,35.26,27.96,38.42,47.22
2013-09-09,55.26,50.44,50.44,44.74,42.54,43.81,47.67,46.49,46.05,39.91,37.28,39.52,42.49,49.12,36.84,36.4,35.71,39.9,18.42,23.68,28.57,27.98,30.7,30.48,32.12,28.1,28.5,34.81
2013-09-10,44.59,44.26,48.85,41.97,38.36,39.86,42.86,42.62,47.21,39.34,34.1,39.15,41.7,51.48,36.39,32.13,34.88,37.84,12.13,12.46,20.28,25.48,18.69,28.47,30.89,32.38,35.91,37.04
2013-09-11,43.98,39.79,42.41,37.7,35.34,34.66,37.04,34.03,40.31,33.51,32.2,32.95,35.49,48.43,33.51,27.75,29.55,30.25,10.99,12.04,14.77,18.52,18.85,22.44,25.0,23.3,25.93,33.88
2013-09-12,53.4,46.93,46.93,40.78,38.19,38.95,40.77,37.54,38.51,34.3,32.69,33.68,35.0,44.01,32.69,26.86,26.67,27.69,15.21,14.24,16.49,19.62,18.45,22.11,23.08,24.21,23.08,30.33
2013-09-13,53.45,48.71,47.84,40.95,38.36,39.25,41.54,41.38,40.95,34.91,33.19,33.64,36.92,44.4,28.88,25.0,25.23,27.18,10.34,12.07,15.42,18.46,18.97,22.9,25.64,25.23,26.67,33.33
2013-09-16,60.96,51.37,50.68,45.21,42.47,44.03,43.2,39.04,42.47,35.62,34.25,35.07,37.6,47.26,32.88,32.19,29.85,32.8,12.33,15.75,17.16,20.0,24.66,20.9,27.2,22.39,26.4,31.62
2013-09-17,63.01,52.74,52.74,46.58,44.52,45.52,43.65,41.1,42.47,36.99,33.56,35.82,36.51,43.84,32.19,28.77,29.85,31.75,15.07,15.07,17.91,19.05,18.49,20.15,23.81,29.1,26.19,30.51
2013-09-18,29.18,33.14,25.5,22.38,24.7,24.4,26.11,43.63,30.88,24.08,24.7,25.3,28.32,8.22,8.22,12.8,15.36,20.35,16.43,19.35,21.99,24.34,23.21,24.4,26.11,28.12,29.3,18.6
2013-09-19,33.2,32.0,25.6,23.2,25.21,27.16,26.19,37.2,29.2,27.2,27.69,27.59,26.79,10.0,14.4,20.66,20.26,22.02,24.8,23.97,25.43,26.19,28.51,26.72,27.38,24.02,25.77,19.11
2013-09-20,35.27,33.04,23.21,21.43,24.07,24.64,23.81,38.39,25.45,19.64,21.3,23.67,25.17,5.8,7.14,9.72,14.98,20.41,14.29,21.3,24.15,26.53,27.78,28.99,32.65,31.37,33.8,29.41
2013-09-23,39.45,37.61,32.57,28.44,26.15,27.59,30.98,35.78,30.73,24.31,23.85,24.14,28.26,9.17,10.09,13.76,18.72,20.11,15.14,17.43,22.66,23.37,22.48,27.59,29.35,29.06,28.8,28.57
2013-09-24,36.3,36.3,31.16,28.42,26.03,27.57,29.15,39.73,30.82,24.32,22.95,24.26,25.91,7.53,8.56,12.33,14.71,17.0,12.67,14.73,21.32,21.05,22.6,27.94,27.53,30.15,24.7,22.98
2013-09-25,36.89,36.61,29.78,27.87,25.41,27.86,29.68,36.07,27.87,23.22,22.13,24.05,25.81,7.92,9.56,12.3,15.84,18.06,16.67,15.57,22.58,23.55,21.31,28.74,27.74,35.19,31.29,24.41
2013-09-26,36.0,37.0,28.67,26.67,25.0,26.43,26.98,40.67,27.33,23.33,21.67,22.86,25.4,6.0,9.0,10.67,14.29,14.29,15.67,15.33,20.36,20.24,20.67,24.29,25.79,30.71,25.0,24.58
2013-09-27,46.9,46.02,37.17,32.74,31.42,33.18,37.37,43.36,30.97,27.43,27.43,28.44,33.16,11.5,12.83,16.37,22.75,24.74,17.26,19.91,29.86,30.0,26.99,33.18,33.16,36.49,32.63,25.97
2013-09-30,60.27,56.62,49.32,45.21,42.01,44.83,47.83,51.6,37.9,35.62,34.25,37.44,41.85,20.09,20.09,21.46,26.6,30.43,22.37,24.66,31.03,35.87,25.57,33.0,34.78,35.96,34.78,32.95
2013-10-01,53.38,50.0,41.89,38.18,35.14,38.69,42.8,42.91,31.42,27.03,28.04,28.83,31.2,15.88,13.18,18.92,20.8,22.4,14.86,20.61,23.72,24.8,25.68,29.2,30.0,26.64,28.4,32.34
2013-10-02,68.01,61.83,53.76,48.39,46.51,49.57,53.5,56.18,40.59,38.17,36.83,39.42,42.99,18.28,20.43,22.58,26.96,28.03,24.73,26.08,32.17,34.71,27.15,34.49,34.08,35.65,31.53,29.73
2013-10-03,75.16,69.28,60.46,55.88,53.59,55.28,58.75,58.5,47.71,43.14,39.87,43.66,47.08,29.08,33.01,32.68,36.27,40.08,33.01,33.33,36.27,41.25,30.39,36.97,37.74,35.56,36.58,33.74
2013-10-04,74.78,66.96,57.39,52.61,49.13,50.93,57.51,56.52,40.43,38.7,36.96,40.65,43.01,17.83,21.74,23.91,30.37,31.61,25.65,29.13,33.64,37.31,30.0,36.45,37.31,35.05,35.75,33.33
2013-10-07,80.52,80.09,72.73,68.83,64.5,64.79,66.84,74.46,60.17,54.98,52.38,52.11,54.59,41.99,39.83,38.96,44.6,48.47,41.56,41.13,44.6,48.98,39.39,43.19,46.43,37.09,42.86,43.48
2013-10-08,83.82,82.2,76.05,73.14,70.87,68.07,70.72,79.29,63.11,56.96,54.37,55.44,58.17,39.81,39.48,38.83,44.91,49.05,44.01,41.75,45.26,50.19,40.78,44.56,49.05,41.75,44.87,43.72
2013-10-09,81.65,77.52,72.61,68.22,66.15,65.83,67.17,67.18,57.11,51.94,50.39,50.98,53.8,43.41,39.28,39.53,44.82,48.94,41.09,41.86,44.82,49.54,43.93,44.54,48.63,38.38,42.55,43.37
2013-10-10,69.65,63.58,55.59,51.44,48.88,52.25,56.06,52.72,40.89,38.02,37.38,41.87,44.7,21.09,26.84,32.91,35.64,37.12,27.8,34.19,34.6,39.77,38.02,36.68,39.02,35.29,36.74,34.27
2013-10-11,64.68,59.57,54.04,48.51,45.96,48.85,50.51,55.74,41.28,38.72,37.45,41.94,42.93,18.72,27.23,31.49,35.48,34.85,33.62,31.91,34.56,36.36,32.34,33.64,34.34,34.56,28.79,25.27
2013-10-14,66.89,64.19,56.76,56.76,54.73,55.88,60.63,57.43,47.97,44.59,41.89,44.85,48.82,29.73,37.16,37.84,41.18,44.09,42.57,39.86,43.38,44.09,41.22,41.91,39.37,36.03,36.22,31.09
2013-10-15,89.19,82.43,79.73,78.38,74.32,73.53,73.44,64.86,52.7,52.7,51.35,52.94,51.56,33.78,41.89,41.22,47.06,48.44,50.0,45.27,47.79,50.78,43.92,49.26,43.75,42.65,40.62,31.67
2013-10-16,33.97,29.67,24.88,25.84,28.43,28.14,35.11,17.22,21.53,20.57,25.38,23.62,32.06,23.44,25.36,26.9,25.63,33.59,26.79,25.89,25.63,33.59,28.93,26.13,32.06,27.51,35.77,39.37
2013-10-17,30.48,12.38,16.67,16.67,21.21,20.5,23.48,2.38,4.76,7.14,13.13,13.0,19.7,22.38,25.71,27.27,25.5,30.3,29.05,27.27,26.0,31.06,27.27,26.0,28.03,26.32,28.23,18.75
2013-10-18,36.49,14.69,15.64,16.11,18.59,17.41,21.05,1.9,2.37,4.27,7.04,9.45,15.79,8.53,13.74,23.62,19.9,23.31,26.07,24.62,23.88,29.32,27.14,23.38,27.82,21.99,27.2,28.68
2013-10-21,38.21,18.87,19.34,20.75,23.0,21.78,26.12,5.66,7.08,8.02,14.5,12.38,19.4,15.09,22.64,25.5,20.79,27.61,26.42,25.0,21.78,27.61,27.5,22.28,26.12,17.71,23.02,29.23
2013-10-22,35.31,18.18,18.18,18.88,21.77,21.85,22.4,5.59,5.59,9.44,12.92,13.33,19.13,11.89,23.43,25.46,22.59,28.96,31.12,26.2,26.3,31.15,26.2,24.44,27.87,23.55,30.64,29.14
2013-10-23,43.21,20.22,18.84,19.39,23.55,22.94,23.5,2.77,4.16,6.65,10.47,12.94,19.23,9.7,20.78,25.87,23.24,28.21,32.69,30.52,27.94,32.91,30.52,27.35,28.63,24.7,25.56,19.73
2013-10-24,37.01,19.29,17.72,19.69,19.92,19.49,17.44,3.15,4.33,6.3,10.16,11.86,18.02,9.06,18.11,23.17,22.88,25.0,31.1,26.42,26.69,31.98,29.27,27.12,29.65,24.46,30.54,27.33
2013-10-25,38.77,18.5,18.5,19.82,19.63,19.52,17.33,1.76,3.96,7.05,10.05,11.43,16.67,10.13,16.3,24.2,23.81,26.0,28.63,27.4,28.1,32.67,32.42,30.95,30.67,25.12,26.9,20.14
2013-10-28,41.63,25.34,19.91,19.46,21.27,20.39,21.93,3.62,3.17,8.14,9.95,12.62,11.23,7.24,15.38,20.81,21.36,23.53,28.96,27.6,29.13,31.55,28.51,30.58,28.88,24.27,21.93,21.35
